Adapter,InternalProduct,Exchange,Prefix,TradingExchangeZoneIndex,Currency,PointValue,MinMove,LotSize,ExchangeRateXxxUsd,CommissionOnRate, CommissionPerShareInXxx, MinCommissionInXxx, MaxCommissionInXxx, StampDutyRate, SlippagePoints,Product,FlatTodayDiscount,Margin,IsLive
CTP,DLjd,DCE,Futures,210,CNY,10,1,1,0.15,0.00015,0,0,10000,0,1,jd,1,10,TRUE
CTP,DLjm,DCE,Futures,210,CNY,60,0.5,1,0.15,0.0001,0,0,10000,0,1,jm,1,10,TRUE
CTP,DLl,DCE,Futures,210,CNY,5,1,1,0.15,0,1,0,10000,0,1,l,1,10,TRUE
CTP,DLlh,DCE,Futures,210,CNY,16,5,1,0.15,0.0002,0,0,10000,0,1,lh,1,10,TRUE
CTP,DLm,DCE,Futures,210,CNY,10,1,1,0.15,0,1.5,0,10000,0,1,m,1,10,TRUE
CTP,DLp,DCE,Futures,210,CNY,10,2,1,0.15,0,2.5,0,10000,0,1,p,1,10,TRUE
CTP,DLpg,DCE,Futures,210,CNY,20,1,1,0.15,0,6,0,10000,0,1,pg,1,10,TRUE
CTP,DLpp,DCE,Futures,210,CNY,5,1,1,0.15,0,1,0,10000,0,1,pp,1,10,TRUE
CTP,DLrr,DCE,Futures,210,CNY,10,1,1,0.15,0,1,0,10000,0,1,rr,1,10,TRUE
CTP,DLv,DCE,Futures,210,CNY,5,1,1,0.15,0,1,0,10000,0,1,v,1,10,TRUE
CTP,DLy,DCE,Futures,210,CNY,10,2,1,0.15,0,2.5,0,10000,0,1,y,1,10,TRUE
CTP,SQlu,INE,Futures,210,CNY,10,1,1,0.15,0.00001,0,0,10000,0,1,lu,1,10,TRUE
CTP,SQnr,INE,Futures,210,CNY,10,5,1,0.15,0.00002,0,0,10000,0,1,nr,1,10,TRUE
CTP,SQsc,INE,Futures,210,CNY,1000,0.1,1,0.15,0,20,0,10000,0,1,sc,1,10,TRUE
CTP,SQag,SHFE,Futures,210,CNY,15,1,1,0.15,0.00005,0,0,10000,0,1,ag,1,10,TRUE
CTP,SQal,SHFE,Futures,210,CNY,5,5,1,0.15,0,3,0,10000,0,1,al,1,10,TRUE
CTP,SQau2,SHFE,Futures,210,CNY,1000,0.02,1,0.15,0,10,0,10000,0,1,au,1,10,TRUE
CTP,SQbu,SHFE,Futures,210,CNY,10,1,1,0.15,0.0001,0,0,10000,0,1,bu,1,10,TRUE
CTP,SQcu,SHFE,Futures,210,CNY,5,10,1,0.15,0.00005,0,0,10000,0,1,cu,1,10,TRUE
CTP,SQfu,SHFE,Futures,210,CNY,10,1,1,0.15,0.00005,0,0,10000,0,1,fu,1,10,TRUE
CTP,SQhc,SHFE,Futures,210,CNY,10,1,1,0.15,0.0001,0,0,10000,0,1,hc,1,10,TRUE
CTP,SQni,SHFE,Futures,210,CNY,1,10,1,0.15,0,3,0,10000,0,1,ni,1,10,TRUE
CTP,SQpb,SHFE,Futures,210,CNY,5,5,1,0.15,0.00004,0,0,10000,0,1,pb,1,10,TRUE
CTP,SQrb,SHFE,Futures,210,CNY,10,1,1,0.15,0.0001,0,0,10000,0,1,rb,1,10,TRUE
CTP,SQru,SHFE,Futures,210,CNY,10,5,1,0.15,0,3,0,10000,0,1,ru,1,10,TRUE
CTP,SQsn,SHFE,Futures,210,CNY,1,10,1,0.15,0,3,0,10000,0,1,sn,1,10,TRUE
CTP,SQsp,SHFE,Futures,210,CNY,10,2,1,0.15,0.00005,0,0,10000,0,1,sp,1,10,TRUE
CTP,SQss,SHFE,Futures,210,CNY,5,5,1,0.15,0,2,0,10000,0,1,ss,1,10,TRUE
CTP,SQwr,SHFE,Futures,210,CNY,10,1,1,0.15,0.00004,0,0,10000,0,1,wr,1,10,TRUE
CTP,SQzn,SHFE,Futures,210,CNY,5,5,1,0.15,0,3,0,10000,0,1,zn,1,10,TRUE
Zd,BZ,CME,Futures,210,USD,1000,0.01,1,1,0,2,0,10000,0,1,BZ,1,10,TRUE
Zd,CL,CME,Futures,210,USD,1000,0.01,1,1,0,2,0,10000,0,1,CL,1,10,TRUE
Zd,ES,CME,Futures,210,USD,50,0.25,1,1,0,2,0,10000,0,1,ES,1,10,TRUE
Zd,GC,CME,Futures,210,USD,100,0.1,1,1,0,2,0,10000,0,1,GC,1,10,TRUE
Zd,HG,CME,Futures,210,USD,25000,0.0005,1,1,0,2,0,10000,0,1,HG,1,10,TRUE
Zd,HO,CME,Futures,210,USD,42000,0.0001,1,1,0,2,0,10000,0,1,HO,1,10,TRUE
Zd,NG,CME,Futures,210,USD,10000,0.001,1,1,0,2,0,10000,0,1,NG,1,10,TRUE
Zd,NQ,CME,Futures,210,USD,20,0.25,1,1,0,2,0,10000,0,1,NQ,1,10,TRUE
Zd,PA,CME,Futures,210,USD,100,0.05,1,1,0,2,0,10000,0,1,PA,1,10,TRUE
Zd,PL,CME,Futures,210,USD,50,0.1,1,1,0,2,0,10000,0,1,PL,1,10,TRUE
Zd,RB,CME,Futures,210,USD,42000,0.0001,1,1,0,2,0,10000,0,1,RB,1,10,TRUE
Zd,SI,CME,Futures,210,USD,50,0.5,1,1,0,2,0,10000,0,1,SI,1,10,TRUE
Zd,SP,CME,Futures,210,USD,250,0.1,1,1,0,2,0,10000,0,1,SP,1,10,TRUE
Zd,YM,CME_CBT,Futures,210,USD,5,1,1,1,0,2,0,10000,0,1,YM,1,10,TRUE
Zd,CmeZCZC,CME_CBT,Futures,210,USD,50,0.25,1,1,0,2,0,10000,0,1,ZC,1,10,TRUE
Zd,ZL,CME_CBT,Futures,210,USD,600,0.01,1,1,0,2,0,10000,0,1,ZL,1,10,TRUE
Zd,ZM,CME_CBT,Futures,210,USD,100,0.1,1,1,0,2,0,10000,0,1,ZM,1,10,FALSE
Zd,ZO,CME_CBT,Futures,210,USD,50,0.25,1,1,0,2,0,10000,0,1,ZO,1,10,TRUE
Zd,ZS,CME_CBT,Futures,210,USD,5000,0.0025,1,1,0,2,0,10000,0,1,ZS,1,10,TRUE
Zd,ZW,CME_CBT,Futures,210,USD,50,0.25,1,1,0,2,0,10000,0,1,ZW,1,10,TRUE
Zd,HHI,HKEX,Futures,210,HKD,50,1,1,0.1285,0,15,0,10000,0,1,HHI,1,10,TRUE
Zd,HSI,HKEX,Futures,210,HKD,50,1,1,0.1285,0,20,0,10000,0,1,HSI,1,10,TRUE
Zd,BRN,ICE,Futures,210,USD,1000,0.01,1,1,0,20,0,10000,0,1,BRN,1,10,TRUE
Zd,KOSPI,KRX,Futures,210,KRW,500000,0.05,1,0.0009,0.00007,0,0,10000,0,1,101,1,10,TRUE
Zd,LmeAH,LME,Commodities,210,USD,25,0.25,1,1,0,20,0,10000,0,1,AH3M,1,10,FALSE
Zd,LmeCA,LME,Commodities,210,USD,25,0.25,1,1,0,20,0,10000,0,1,CA3M,1,10,FALSE
Zd,LmeNI,LME,Commodities,210,USD,25,0.25,1,1,0,20,0,10000,0,1,NI3M,1,10,FALSE
Zd,LmePB,LME,Commodities,210,USD,25,0.25,1,1,0,20,0,10000,0,1,PB3M,1,10,FALSE
Zd,LmeSN,LME,Commodities,210,USD,25,0.25,1,1,0,20,0,10000,0,1,SN3M,1,10,FALSE
Zd,LmeZS,LME,Commodities,210,USD,25,0.25,1,1,0,20,0,10000,0,1,L-ZS3M,1,10,FALSE
Zd,CT,NYBOT,Futures,210,USD,50000,0.01,1,1,0,20,0,10000,0,1,CT,1,10,TRUE 
Zd,SB,NYBOT,Futures,210,USD,112000,0.01,1,1,0,20,0,10000,0,1,SB,1,10,TRUE 
Zd,SPI,SFE,Futures,210,AUD,25,1,1,0.9636,0,5,0,10000,0,1,S_AP,1,10,TRUE
Zd,CY,SGXQ,Futures,210,USD,50000,0.0001,1,1,0,3,0,10000,0,1,CY,1,10,TRUE
Zd,FEF,SGXQ,Futures,210,USD,500,0.01,1,1,0,5,0,10000,0,1,FEF,1,10,TRUE
Zd,JB,SGXQ,Futures,210,JPY,1000000,0.01,1,0.0119,0,300,0,10000,0,1,JB,1,10,TRUE
Zd,MXMY,SGXQ,Futures,210,USD,20,0.25,1,1,0,3,0,10000,0,1,MXMY,1,10,TRUE
Zd,SgxCN,SGXQ,Futures,210,USD,1,2.5,1,1,0,1,0,10000,0,1,CN,1,10,TRUE
Zd,SNIFTY,SGXQ,Futures,210,USD,2,0.5,1,1,0,3,0,10000,0,1,IN,1,10,TRUE
Zd,SSI,SGXQ,Futures,210,JPY,500,5,1,0.0119,0,290,0,10000,0,1,NK,1,10,TRUE
Zd,STW,SGXQ,Futures,210,USD,100,0.1,1,1,0,3,0,10000,0,1,TW,1,10,TRUE
Zd,STWN,SGXQ,Futures,210,USD,40,0.25,1,1,0,3,0,10000,0,1,TWN,1,10,TRUE
Zd,TF,SGXQ,Futures,210,USD,5000,0.001,1,1,0,3,0,10000,0,1,TF,1,10,TRUE
Zd,UC,SGXQ,Futures,210,CNY,100000,0.0001,1,0.1575,0,3,0,10000,0,1,UC,1,10,TRUE
